zpid,bed,bath,sqft,street,city,state,overview,images,price
63182158,3,2.0,1703.0,N Bunkerhill Dr,Fresno,CA,"Do not miss your opportunity to own this updated home with owned solar located conveniently near Copper River, Fort Washington Golf Course and Woodward Park. The home features 3 bedrooms, 2 baths, 3 car garage, with extended patio, shed and more.  The kitchen features a breakfast bar, eat-in dining and pantry, and was just updated with quartz counters, herringbone tile backsplash, new dishwasher, stove/oven combo and hardware. The entry, living, kitchen, dining hallways and bathrooms all have newly installed luxury vinyl plank flooring with new 5 1/4 baseboards.  Access the back patio through the sliding glass door in either the living room or primary bedroom. The primary bathroom features 2 sinks, large tub and separate standing shower with upgraded frameless glass door and walk in closet.  Other amazing features of this home are new fencing on one side, ceiling fans throughout, newer paint, and 3 blinds on the windows.",https://photos.zillowstatic.com/fp/31de5ffa9283f4c9f589f7f3bfec3a5b-cc_ft_960.jpg https://photos.zillowstatic.com/fp/2870b5643372f68abd7b92dbe0c44276-cc_ft_960.jpg https://photos.zillowstatic.com/fp/33d9d357b5e6dbeb66c7ab11ba2a45d6-cc_ft_960.jpg,0.575
89468383,3,2.0,1703.0,N Tea Party Ln,Fresno,CA,"Welcome to 10659 Tea Party Lane, where the tea is hot, and the living is sweet! This single story property located in NE Fresno, is ready to charm its' way into your heart.Step inside and be greeted by an inviting foyer that leads you to the living area complete with high ceilings and an abundance of natural light. This home creates an instant feel-good atmosphere. This open concept floor plan with multiple eating areas makes it for an amazing entertaining space. The kitchen provides ample counter space, an island and pantry for all your culinary needs. Through the sliding glass door you'll be led out to the covered patio and backyard. This quaint patio is the perfect place for outdoor dining and living. The backyard is peaceful, mature and just the right size to enjoy while still being low maintenance. Back inside you'll find a large primary bedroom with ensuite as well as two other bedrooms plus a bathroom. Indoor laundry and a three car garage round out this home. Located in the highly sought after Clovis Unified school district as well as just blocks away from Fort Washington Golf Course, shopping, entertainment and some of Fresno's hottest restaurants- you'll find there is something to please all when it comes to living at Tea Party Lane. Schedule your private tour today.",https://photos.zillowstatic.com/fp/e71335b1407e14d48e4ccc5a1fd04b6e-cc_ft_960.jpg https://photos.zillowstatic.com/fp/6130175c53d6214aef80242e77344a7a-cc_ft_960.jpg https://photos.zillowstatic.com/fp/8dd9a4b1dc5b9e06f93226e0c2aefdbf-cc_ft_960.jpg,0.549
95491451,3,2.0,1445.0,W Robinson Ave,Fresno,CA,"Beautiful NW Centex home built in 2012. Well established neighborhood, close to freeways, shopping and restaurants. Updated kitchens; granite countertops, brand new appliances, Ecowater system and built in sprinkler system throughout house.",https://photos.zillowstatic.com/fp/cc436f4555fe79fcd71ba2091d17e41d-cc_ft_960.jpg https://photos.zillowstatic.com/fp/79cfa801fa96f96370610415a4b6345e-cc_ft_960.jpg https://photos.zillowstatic.com/fp/9fa22837aee70db279395a430389db33-cc_ft_960.jpg,0.3795
116151045,5,3.0,2542.0,N Sierra Vista Ave,Fresno,CA,"This beautiful home is located in the highly desired Rivers Edge Development, right across the street from Clovis North Educational Center. This home is not only within walking distance of Grammar, Middle and High School, but College as well. This single story home offers, what could be a wonderful guest bedroom or in-law suite that has access to it own full bath as well. The kitchen that opens  to the family and dining room, also has a large center island that provides a breakfast counter that will accommodate 3-4 bar stools. The primary suite offers dual walk-in closets that are conveniently located in the primary bathroom. The backyard offers an oasis with a beautiful in-ground pool with waterfall, heated by solar or heater, and one-of-a-kind yard enclosure enhancing the beauty and privacy of this retreat.Please schedule your showing today.",https://photos.zillowstatic.com/fp/e2ba72c5458dcd66a3933f9af0196ff9-cc_ft_960.jpg https://photos.zillowstatic.com/fp/c8a960231036a9fc436db5520033fe69-cc_ft_576.jpg https://photos.zillowstatic.com/fp/31600c16946f4fa24d88d29f00bf1f06-cc_ft_576.jpg https://photos.zillowstatic.com/fp/178b0fd1732ec9562944338ea4e1ec1f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/902c6869df834b67e0f4ca2a8d182238-cc_ft_576.jpg,0.6999
174782636,4,3.0,2576.0,W Floral Ave,Fresno,CA,"18+ acres grapes with a 4br 3ba home, plus shop. on the south west cornet of Floral and Henderson.",https://photos.zillowstatic.com/fp/a03304c7a5d91a9c1736a7d1862c043f-cc_ft_960.jpg https://photos.zillowstatic.com/fp/00ce77e2a2e39f2518b25f83b576e885-cc_ft_576.jpg https://photos.zillowstatic.com/fp/72771f2fa723c7e972e33526334b465f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/8c014d0237a876f63a4d0b2d8e317918-cc_ft_576.jpg https://photos.zillowstatic.com/fp/7e2105810cbbb17ba9f62c1494cb665c-cc_ft_576.jpg,1.15
18647781,4,3.0,3290.0,E Castlebrook Dr,Fresno,CA,"Highly desirable home in Country Club II on corner lot in Clovis Unified School District. This grand home features 4 bedrooms, 3 baths plus a loft upstairs. Downstairs you will find kitchen, nook, formal dining room, great room, master suite and 1 guest bedroom and bathroom. Upstairs are the remaining bedrooms, loft and balcony.Chef's kitchen is complete with granite island, breakfast bar and nook, double ovens and desk workspace.Upgraded features include plantation shutters, crown moldings, and canned lighting. Backyard has a covered patio, pool and large side yard. Peace of mind in this gated community. Plus Fort Washington Country Club is only minutes away as well as restaurants, shopping and Woodward Park.",https://photos.zillowstatic.com/fp/64a61c9233cd8a686f6f4672469f61de-cc_ft_960.jpg https://photos.zillowstatic.com/fp/3b5eb8c4375e1b3e69de5d4b670da214-cc_ft_576.jpg https://photos.zillowstatic.com/fp/9552083cf9f06d45e65b479c1f7b12eb-cc_ft_576.jpg https://photos.zillowstatic.com/fp/0df07ea7c063356e14eae378827fbb87-cc_ft_576.jpg https://photos.zillowstatic.com/fp/801b31367b5ef843c571e982b5a3eaa3-cc_ft_576.jpg,0.915
18653930,4,2.0,2704.0,N Monroe Ave,Fresno,CA,"Fantastic opportunity on this beautiful country property that sits on 2 acres, with approximately 1+ acre of producing Organic Thompson grapes. Custom, 4 bedroom 1 3/4 bathroom home, that boasts high cathedral ceilings and tiled floors upon entering! Open floor plan that allows you to engage with guests or family. Living room has rich colored laminate floors and a pellet burning insert for those cozy warm nights. Kitchen has granite counter top, tiled floors, built in appliances with plenty of storage and built in pantry. Spiral staircase leads to open loft that could be a perfect reading area or office.1 secluded bedroom located upstairs, all other bedrooms are downstairs. Master bedroom is spacious and has an over-sized closet. The unique added bar room is perfect for entertaining. French glass doors, lead the way to your private lush backyard and in-ground pool to cool off on those hot summer days ! The large gazebo has added built in seating and granite/tiled counter top! 1800 sq ft shop with 2 large doors, attached carport covering and added cement, is perfect for the car enthusiast or handy person! Solar for low energy bills! Plus A She-Shed out front! Central Unified Schools and 5 miles from freeway 99",https://photos.zillowstatic.com/fp/58221a07512abe535d4cd742708a2982-cc_ft_960.jpg https://photos.zillowstatic.com/fp/567a0f8f6f6c13047947294760cf83d0-cc_ft_576.jpg https://photos.zillowstatic.com/fp/5aea3936ae83063806635b2cb5e75649-cc_ft_576.jpg https://photos.zillowstatic.com/fp/506dfb907b3ad3485728896805e434b2-cc_ft_576.jpg https://photos.zillowstatic.com/fp/1286856f5977d1e0c4b48d225b5719d6-cc_ft_576.jpg,0.899995
18659610,5,4.0,2907.0,E Lyell Ave,Fresno,CA,"Honey stop the car! Let's take a look at this beautifully updated & well-kept home in the Sunnyside Greens subdivision. Home has been fully renovated with 5 bdrms, 3.5 baths, kitchen & breakfast nook have been extended & fully remodeled w/cabinets, granite counters, Thermador gas gook top & hood range, built in oven, microwave, & dishwasher & French doors leading to back covered patio. All open to the family room w/9.1 surround sound system & tiled fireplace. Separate living room open to a formal dining room area. Original part of home has two remodeled baths (hall ba & master ba) w/tile floors, tile counters & tiled showers. Permitted addition includes a master suite upstairs above the garage w/ tile floors, separate tub & tiled shower stall, granite counter tops, walk in closet, double sided gas fireplace & a 5.1 surround sound system, French door leads to abalcony. Other features include tile floors in the foyer, hallways, kitchen & laundry room. Laundry room includes a sink, a half bath & extra cabinets for storage & pantry. There is also a 2-car auto garage, dual pane windows thru-out w/blinds, vaulted ceilings in FMRM & LVRM, updated light fixtures thru-out, all bdrms w/ceiling fans, mature landscape front & back (newer fences), a tankless water heater for added master bath, laundry & kitchen & regular water heater for other two original bathrooms, newer HVAC system, storage shed in back, iron gate doors for both side carports, & Solar w/a PPA. See photos.",https://photos.zillowstatic.com/fp/e128520ea7dc8bcea02faf6b63c29af3-cc_ft_960.jpg https://photos.zillowstatic.com/fp/96ead652eb25b4fb36f83cbc39dcf525-cc_ft_576.jpg https://photos.zillowstatic.com/fp/42a85043281c5a82e9ae30dc274d0c06-cc_ft_576.jpg https://photos.zillowstatic.com/fp/e5d070e21808d49fbc3d7cdacf87e472-cc_ft_576.jpg https://photos.zillowstatic.com/fp/26fb8d26f7e6691bfb5b7b944d7eec99-cc_ft_576.jpg,0.549
18685728,4,3.0,2677.0,E Woodhaven Ln,Fresno,CA,"This beautiful contemporary home is located in one of Fresno finest custom subdivision. The Dominion. Clovis West Schools. The solar is owned ( installed 2020). It has a open floor plan over looking the park like back yard and swimming pool. The kit has gorgeous black granite counters & stainless steel appliances, a large eating area & breakfast bar that overlooking's the great rm. The great room has vaulted ceiling, frpl and wired for surround sound. The formal dining rm is on the other side of kit & has a walk behind wet bar. The main bedroom & ba are down stairs, as well as a guest bed rm & ba with shower & access to back yard. Upstairs are the other two bedrooms with a full bath rm & office. The home updates are a HVAC systems one updated & one is new, pool re plastered, a variable speed pump to save energy, & sand filtration system. Windows were replaced with Milgard windows. Water pipes were replaced 2016. There is sound wired outside for entertaining. This area has a 24 hour security guard driving the neighborhood. Close to Riverpark, shopping, restrurants, freeways and Woodward ParkMonthly HOA fees is 45.00 per month",https://photos.zillowstatic.com/fp/c1be8ab137a1bc80a48ca9b65975e1c7-cc_ft_960.jpg https://photos.zillowstatic.com/fp/a956c0f2748d05c9f93ac5835b1e0eb0-cc_ft_576.jpg https://photos.zillowstatic.com/fp/0ed8370450a2238f18ea8fa8e2a9e9b1-cc_ft_576.jpg https://photos.zillowstatic.com/fp/f9fa0fcb63b40f2bd9ac157a3a86e0bd-cc_ft_576.jpg https://photos.zillowstatic.com/fp/7b70080d5a7016f173ca84bfa1d60dca-cc_ft_576.jpg,0.675
18686516,4,3.0,3513.0,E Lawnbrook Dr,Fresno,CA,"Location, location, location! This is your opportunity to live in the highly desirable Madison Ridge Neighborhood near Woodward Park. Original owners have meticulously cared for this 2-story Wilson built home that has 4 bedrooms + office (potential 5th bedroom), 3 bathrooms, & a 3-car garage. This floor plan offers vaulted ceilings and over 3,500+ SF of living space which gives the home a spacious and airy flow. Another huge bonus is the abundance of storage located throughout! Downstairs features the perfect set up for entertaining as there are two separate living rooms, a formal dining room, and a large kitchen that allows for easy access to the backyard. Also, conveniently tucked away downstairs is a laundry room as well as a bedroom & bathroom. The remaining 3 bedrooms + office & 2 bathrooms are located upstairs. The home is beautifully designed with upgraded hardwood flooring, granite countertops, plantation shutters, crown molding, an upgraded master bathroom shower/cabinets, & more! The backyard has been tastefully designed with a sparkling pool & rock waterfall, large concrete area, covered patio, and a featured retaining wall. Combine that with the mature landscaping and the home's location on a corner lot, and you get an oasis with ultimate privacy! Don't miss out and schedule your",https://photos.zillowstatic.com/fp/bfc6e9cc8e79d884ea23d2d0723646a3-cc_ft_960.jpg https://photos.zillowstatic.com/fp/3bbe2d97a00996de80b8aa6325cb5c13-cc_ft_576.jpg https://photos.zillowstatic.com/fp/6a877fd2cc3b22f59428fac73eb36fa2-cc_ft_576.jpg https://photos.zillowstatic.com/fp/3a0c7dc75dc2b23ceb588b181c5ddd92-cc_ft_576.jpg https://photos.zillowstatic.com/fp/e942fc7ebdae7944eace0c7ba857c6ef-cc_ft_576.jpg,0.985
